Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
FrA;Manuel Da Silva;13-17;D (L);Full-back;Yes;D (L);12-16;5-9;4-8;9-13;12-16;9-15;6-12;1-3;5-9;1-6;-;Unknown;Unknown;Portugal;Weak;France;True;Very Strong;173 cm;30;Scouting Required;None;Very Low;10-14;-;8-12;5-11;-;5-9;-;5-11;1-5;4-8;12-16;1-5;France;National 2 - A;4-10;6-10;4-8;9-13;5-9;-;US Saint-Malo;10-16;2-6;12-18;8-12;7-11;6-12;9-13;6-10;-;-;-;-;-;-;-;-;-;-;€0;-
;Harouna Sy;14-18;D (L);Full-back;Yes;D/WB/M (L);9-13;10-14;3-7;12-16;12-16;8-14;11-17;8-12;7-11;8-14;-;Unknown;Unknown;Senegal;Weak;France;True;Very Strong;170 cm;29;Scouting Required;None;Very Low;10-14;2-6;12-16;7-13;5-11;5-9;1-5;10-16;5-9;6-10;10-14;6-10;France;National 2 - B;8-14;10-14;13-17;8-12;7-11;11-15;US Chantilly;6-12;2-6;11-17;6-10;13-17;9-15;10-14;11-15;1-7;1-5;1-3;1-5;1-5;1-2;1-4;1-4;1-3;1-5;€24K - €240K;-
;Bertrand Fourrier;13-19;ST (C);Forward;Yes;ST (C);-;-;9-15;-;10-15;-;13-20;-;-;-;-;Unknown;Unknown;Cameroon;Very Weak;Cameroon;True;Very Weak;188 cm;28;Scouting Required;None;Very Low;-;-;8-14;-;-;11-16;-;8-16;8-13;-;-;-;Bulgaria;;-;-;-;-;-;-;Septemvri Sofia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Yanis Zouaoui;11-15;D (L);Full-back;Yes;D/WB/M (L);10-14;7-11;11-15;10-14;8-14;11-17;4-8;11-15;11-15;10-16;-;Unknown;Unknown;Mauritania;Weak;France;True;Very Strong;183 cm;27;Scouting Required;None;Below Average;7-13;5-9;13-17;6-10;10-16;7-13;1-2;8-12;6-10;10-14;14-18;15-19;France;Second Division;10-16;8-14;6-12;8-12;9-13;9-13;Havre AC;11-17;10-14;8-12;11-15;10-14;7-11;9-13;10-14;1-3;1-4;1-4;1-5;1-6;2-6;1-5;1-5;1-5;1-5;€150K - €1.5M;-
Lst;Sadibou Sylla;7-11;AM (C);Midfielder;Yes;AM (RC);8-12;8-12;8-12;7-11;7-13;8-14;2-6;7-11;9-13;13-19;-;Unknown;Unknown;Mali;Very Strong;France;True;Weak;175 cm;34;Scouting Required;None;Below Average;-;3-7;8-12;-;7-13;5-11;-;12-16;7-11;6-10;6-10;9-13;France;National;9-15;6-12;7-13;8-12;12-16;7-11;FC Fleury 91;13-19;12-16;1-3;8-12;8-12;6-10;9-13;-;-;-;-;-;-;-;-;-;-;-;€7K;-
;Yohan Brun;7-11;ST (C);Forward;Yes;AM (R), ST (C);10-14;10-14;8-14;10-14;9-13;9-13;7-13;7-11;-;8-12;-;Unknown;Unknown;Netherlands;Weak;France;True;Very Strong;180 cm;31;Scouting Required;None;Very Low;4-8;8-12;7-11;-;7-11;8-12;-;7-13;9-13;9-13;9-13;7-13;France;National 2 - C;9-13;8-12;8-12;-;12-16;5-9;Hyères 83 FC;11-15;6-12;8-14;8-14;3-7;7-13;11-15;4-8;-;-;-;-;-;-;-;-;-;-;€20K - €210K;-
;Bertrand Fourrier;13-19;ST (C);Forward;Yes;ST (C);-;-;9-15;-;10-15;-;13-20;-;-;-;-;Unknown;Unknown;Cameroon;Very Weak;Cameroon;True;Very Weak;188 cm;28;Scouting Required;None;Very Low;-;-;8-14;-;-;11-16;-;8-16;8-13;-;-;-;Bulgaria;First League;-;-;-;-;-;-;Septemvri Sofia;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Kévin Djacko;10-18;D (L);Full-back;Yes;D/WB/M (L);-;-;-;-;10-16;-;6-11;-;2-10;-;-;Unknown;Unknown;Ivory Coast;Very Weak;France;True;Very Weak;178 cm;32;Scouting Required;None;Very Low;7-13;-;-;-;-;-;-;8-13;-;-;8-16;-;Iraq;Sky Bet Championship;-;-;-;9-15;-;-;Al-Najaf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Yannis Gharbi;10-14;ST (C);Forward;Yes;ST (C);5-9;2-8;11-15;7-11;7-13;8-12;4-8;1-6;-;8-12;-;Unknown;Unknown;France;Very Strong;Tunisia;True;Weak;187 cm;33;Scouting Required;None;Very Low;2-8;1-5;6-10;-;4-8;12-18;-;14-18;10-16;9-13;3-7;4-8;France;National 3 - Group A;4-8;3-9;4-10;-;12-16;10-14;GOAL FC;8-12;10-14;9-13;6-10;3-7;9-13;10-14;1-6;-;-;-;-;-;-;-;-;-;-;€0 - €45K;-
FrA;Jason Lusuamu;11-16;AM (R);Winger;Yes;AM (R);8-15;5-12;5-10;12-17;8-13;11-16;5-11;3-10;-;8-13;-;Unknown;Unknown;DR Congo;Very Strong;France;True;Weak;180 cm;30;Scouting Required;None;Very Low;-;1-5;4-9;-;4-9;-;-;7-13;8-15;6-13;8-13;3-8;France;National;8-13;2-7;3-8;-;4-11;3-8;FC Villefranche;11-16;6-11;8-14;-;-;4-10;-;3-10;-;-;-;-;-;-;-;-;-;-;€0;-
;Yacine Bentayeb;11-16;ST (C);Forward;Yes;ST (C);9-16;6-13;12-17;9-14;8-13;13-18;2-8;-;-;9-14;-;Unknown;Unknown;Kosovo;Very Strong;France;True;Weak;187 cm;28;Scouting Required;None;Very Low;-;1-7;8-13;-;6-11;3-8;-;6-12;11-18;4-11;3-8;-;Belgium;National 3 - Group G;10-15;1-6;3-8;-;6-13;-;RAEC Mons;13-18;6-11;12-18;-;10-15;5-11;-;6-13;-;-;-;-;-;-;-;-;-;-;€0;-
FrA;Nordine Benaries;5-11;ST (C);Forward;Yes;ST (C);4-10;3-7;10-14;10-16;8-12;8-12;5-9;3-7;-;10-14;-;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;184 cm;35;Scouting Required;None;Very Low;2-6;6-12;4-10;-;5-9;14-18;-;12-16;10-14;3-9;2-8;5-9;France;National 2 - C;6-10;7-11;8-12;-;11-17;9-15;AS Saint-Priest;8-12;9-13;6-10;5-9;8-14;12-16;12-18;3-7;-;-;-;-;-;-;-;-;-;-;€0;-
;Kévin Djacko;10-18;D (L);Full-back;Yes;D/WB/M (L);-;-;-;-;10-16;-;6-11;-;2-10;-;-;Unknown;Unknown;Ivory Coast;Very Weak;France;True;Very Weak;178 cm;32;Scouting Required;None;Very Low;7-13;-;-;-;-;-;-;8-13;-;-;8-16;-;Iraq;Stars League;-;-;-;9-15;-;-;Al-Najaf;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Yacine Bentayeb;11-16;ST (C);Forward;Yes;ST (C);9-16;6-13;12-17;9-14;8-13;13-18;2-8;-;-;9-14;-;Unknown;Unknown;Kosovo;Very Strong;France;True;Weak;187 cm;28;Scouting Required;None;Very Low;-;1-7;8-13;-;6-11;3-8;-;6-12;11-18;4-11;3-8;-;Belgium;1st National - ACFF;10-15;1-6;3-8;-;6-13;-;RAEC Mons;13-18;6-11;12-18;-;10-15;5-11;-;6-13;-;-;-;-;-;-;-;-;-;-;€0;-
;Fodiba Danso;8-12;ST (C);Forward;Yes;ST (C);7-13;11-17;7-11;8-12;8-12;11-15;8-12;6-12;-;11-15;-;Unknown;Unknown;The Gambia;Very Strong;France;True;Weak;178 cm;36;Scouting Required;None;Very Low;1-4;7-13;7-11;-;9-13;6-10;-;9-13;10-16;7-13;6-10;5-9;France;National 2 - A;11-15;4-8;6-10;-;7-13;8-12;SCS Locminé;10-14;10-14;8-12;8-12;11-15;9-13;8-14;8-14;-;-;-;-;-;-;-;-;-;-;€0 - €10K;-
;Davy N'Goma;10-18;AM (R);Winger;Yes;AM (RL), ST (C);7-13;-;-;-;10-16;-;-;-;-;-;-;Unknown;Unknown;Jamaica;Very Weak;France;True;Very Weak;179 cm;29;Scouting Required;None;Very Low;-;-;7-15;-;-;-;-;9-14;10-16;5-11;6-14;-;Bahrain;National 2 - A;-;-;-;-;-;-;Budaiya;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Théo Bloudeau;7-11;M (C);Midfielder;Yes;DM, M (C);6-10;8-14;12-16;10-14;8-14;7-11;13-17;2-8;8-12;6-10;-;Unknown;Unknown;France;Very Strong;France;True;Weak;188 cm;33;Scouting Required;None;Average;10-16;-;10-14;-;6-10;10-16;-;10-14;6-12;8-12;6-10;-;France;R1;8-12;9-15;10-16;9-15;6-10;7-11;FC Fleury 91;7-11;8-12;13-17;9-13;10-14;12-16;8-12;8-14;-;-;-;-;-;-;-;-;-;-;€12K;-
;Thomas Secchi;12-18;GK;Goalkeeper;Yes;GK;8-12;11-15;8-14;8-14;12-16;6-10;9-13;-;-;1-3;-;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;185 cm;28;Scouting Required;None;Very Low;-;-;-;-;-;-;9-13;4-8;-;-;-;-;France;National 2 - B;6-10;2-6;-;12-16;1-2;3-9;AS Furiani-Agliani;12-16;-;5-9;6-12;9-15;7-11;7-11;15-19;9-13;12-16;8-12;11-15;5-9;8-14;9-13;6-10;1-7;9-15;€30K - €325K;-
;Christophe Gomis;8-12;AM (L);Winger;Yes;M/AM (L), ST (C);12-16;1-5;10-16;11-15;11-15;10-14;8-14;4-8;-;9-13;-;Unknown;Unknown;Senegal;Very Strong;France;True;Weak;186 cm;32;Scouting Required;None;Very Low;1-4;5-9;8-12;-;4-8;6-10;-;4-10;9-13;12-16;7-11;5-11;France;Premier League;7-11;6-10;6-10;-;11-15;6-10;-;10-14;8-14;1-3;6-12;7-11;9-15;8-12;3-7;-;-;-;-;-;-;-;-;-;-;€0;-
;Mathieu Goncalves Dias;11-15;D (C);Centre-back;Yes;D (C);9-13;5-9;8-12;7-11;9-15;10-16;4-8;1-3;13-17;2-8;-;Unknown;Unknown;France;Very Strong;France;True;Fairly Strong;177 cm;28;Scouting Required;None;Very Low;7-13;-;4-8;1-3;1-5;4-10;-;3-7;-;1-3;-;4-8;France;Serie A;5-11;2-8;2-8;11-15;3-7;6-10;AS St Just - St Rambert;6-12;5-9;7-11;7-11;13-17;3-7;9-13;7-11;-;-;-;-;-;-;-;-;-;-;€0;-
FrA;Clément Chevalier;5-11;DM;Midfielder;Yes;DM;6-11;6-11;5-10;11-17;5-12;7-14;1-6;-;-;10-17;-;Unknown;Unknown;Pays Basque;Very Strong;France;True;Weak;172 cm;35;Scouting Required;None;Very Low;10-17;-;9-15;-;5-12;2-9;-;3-8;5-10;1-5;1-7;-;France;Premier League;3-10;3-10;3-10;9-14;4-9;8-14;Kazma;-;5-10;7-12;-;9-15;4-9;-;6-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Lucas Franco;9-13;AM (C);Midfielder;Yes;M/AM (C);7-11;5-11;7-11;3-7;7-13;9-13;6-10;1-4;6-10;11-15;-;Unknown;Unknown;Tunisia;Very Strong;France;True;Weak;177 cm;33;Scouting Required;None;Very Low;-;1-4;10-14;-;5-9;7-13;-;15-19;5-11;7-11;6-10;3-7;France;Second Division;6-10;7-13;9-15;5-11;8-12;7-11;Stade Poitevin FC;6-10;11-15;12-16;7-11;5-9;9-13;9-13;-;-;-;-;-;-;-;-;-;-;-;€0 - €26K;-
;Yoann Kherbache;10-14;AM (L);Winger;Yes;AM (RLC);13-17;7-11;2-8;10-14;11-15;7-11;1-6;4-8;-;6-10;-;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;170 cm;25;Scouting Required;None;Very Low;3-7;6-10;6-10;-;4-8;3-7;-;9-15;7-11;11-15;6-10;5-11;France;J2 League;6-10;7-11;5-9;-;13-17;2-6;FC Balagne;8-12;6-12;5-11;6-12;8-12;3-9;8-12;3-7;-;-;-;-;-;-;-;-;-;-;€12K - €130K;-
;Mathieu Goncalves Dias;11-15;D (C);Centre-back;Yes;D (C);9-13;5-9;8-12;7-11;9-15;10-16;4-8;1-3;13-17;2-8;-;Unknown;Unknown;France;Very Strong;France;True;Fairly Strong;177 cm;28;Scouting Required;None;Very Low;7-13;-;4-8;1-3;1-5;4-10;-;3-7;-;1-3;-;4-8;France;Regional Divisions;5-11;2-8;2-8;11-15;3-7;6-10;AS St Just - St Rambert;6-12;5-9;7-11;7-11;13-17;3-7;9-13;7-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Rachid Hayef;8-12;ST (C);Forward;Yes;ST (C);12-16;3-7;7-13;4-8;9-13;8-12;2-8;1-5;-;8-12;-;Unknown;Unknown;France;Weak;France;True;Very Strong;175 cm;33;Scouting Required;None;Below Average;2-6;5-9;3-7;-;2-6;7-11;-;9-15;11-15;12-16;1-3;4-10;France;National 2 - B;6-10;4-8;3-7;-;13-17;1;Biesheim ASC;11-15;8-14;12-18;5-11;1-5;8-14;13-17;4-8;-;-;-;-;-;-;-;-;-;-;€1.5K - €14K;-
;Nicolas Garby;7-11;D (L);Full-back;Yes;D/WB (L);12-16;9-13;8-14;9-13;9-13;10-14;6-12;4-8;10-16;9-13;-;Unknown;Unknown;Serbia;Weak;France;True;Very Strong;180 cm;32;Scouting Required;None;Very Low;10-14;-;7-11;6-12;-;8-12;-;7-13;4-8;6-10;7-11;4-10;France;National 2 - C;10-14;11-15;8-12;10-14;8-12;-;GFA Rumilly-Vallières;9-13;4-10;9-15;9-15;9-13;7-13;12-16;10-14;-;-;-;-;-;-;-;-;-;-;€0 - €85K;-
FrA;Kévin Tabué;7-11;ST (C);Forward;Yes;ST (C);7-11;14-18;17-20;10-14;7-13;8-14;13-17;10-14;-;8-14;-;Unknown;Unknown;Cameroon;Very Strong;France;True;Weak;198 cm;32;Scouting Required;None;Very Low;1-7;10-14;6-10;-;11-17;10-16;-;5-9;8-12;8-12;6-10;8-12;France;Premier League;5-11;7-13;4-10;-;5-9;4-8;-;10-16;10-14;4-8;11-15;10-14;4-8;7-11;8-12;-;-;-;-;-;-;-;-;-;-;€0;-
;Imbad Ahamada;8-12;GK;Goalkeeper;Yes;GK;9-13;7-13;8-12;16-20;8-14;7-11;11-15;-;-;4-8;-;Unknown;Unknown;France;Very Strong;Mayotte;True;Weak;180 cm;31;Scouting Required;None;Very Low;-;-;-;-;-;-;12-16;8-12;-;-;-;-;France;National 2 - A;6-10;9-15;-;6-12;1-3;9-13;Vendée FC La Roche;7-11;-;8-12;9-13;5-9;11-15;9-13;8-14;10-14;6-12;8-14;7-13;6-10;8-12;6-10;9-13;6-10;10-14;€6K - €60K;-
FrA;Jonathan Gonçalvès;8-12;D (C);Centre-back;Yes;D (C);9-13;10-14;7-11;13-17;5-9;6-12;9-15;1-3;8-12;1-6;-;Unknown;Unknown;Portugal;Very Strong;France;True;Weak;182 cm;36;Scouting Required;None;Very Low;10-14;-;11-15;7-13;3-9;9-13;-;7-13;-;1-5;-;2-6;France;National 2 - B;8-14;7-11;6-10;11-15;4-8;12-16;US Chantilly;11-17;1-5;11-17;8-12;5-9;7-13;10-14;11-15;-;-;-;-;-;-;-;-;-;-;€0;-
;Jérémy Brunerol;7-11;GK;Goalkeeper;Yes;GK;14-18;4-8;5-11;8-12;7-11;3-7;5-11;-;-;1-4;-;Unknown;Unknown;Portugal;Very Strong;France;True;Weak;179 cm;32;Scouting Required;None;Very Low;-;-;-;-;-;-;7-13;2-8;-;-;-;-;France;National 2 - A;5-9;6-10;-;5-9;1-5;5-9;FC 2 Rives 82;12-16;-;11-17;6-12;9-13;1-7;10-14;9-13;4-10;11-15;3-7;11-15;10-14;5-11;8-12;9-13;7-13;5-9;€0;-
;Abdoulaye Diaby;11-15;ST (C);Forward;Yes;AM (RL), ST (C);8-12;10-14;7-11;13-17;9-13;6-12;9-15;6-10;-;8-14;-;Unknown;Unknown;Ivory Coast;Weak;France;True;Very Strong;183 cm;30;Scouting Required;None;Very Low;6-10;5-9;14-18;-;6-12;8-12;-;9-15;8-12;8-12;11-15;4-8;France;National 2 - C;9-15;7-11;7-11;-;10-14;13-17;EFC Fréjus Saint-Raphaël;5-11;6-10;11-17;5-9;12-16;8-14;6-10;4-8;-;-;-;-;-;-;-;-;-;-;€0 - €100K;-
;Amadou Seydi;10-14;D (C);Centre-back;Yes;D (C);7-11;10-14;8-12;14-18;8-12;3-9;10-16;1-3;10-14;4-10;-;Unknown;Unknown;Senegal;Very Strong;France;True;Weak;184 cm;27;Scouting Required;None;Average;10-14;-;9-13;5-11;3-9;10-14;-;6-12;-;1-5;-;1-2;France;National;5-11;6-10;5-9;12-16;5-9;9-13;Concarneau;10-16;1-5;8-14;6-10;9-13;7-13;7-11;8-12;-;-;-;-;-;-;-;-;-;-;€20K - €200K;-
;Sasha Bogovic;12-16;M (C);Midfielder;Yes;DM, M (C);5-11;6-12;13-17;8-12;6-10;9-13;5-9;5-11;6-10;12-16;-;Unknown;Unknown;Algeria;Very Strong;France;True;Reasonable;190 cm;27;Scouting Required;None;Very Low;6-10;-;12-16;-;9-13;3-7;-;9-13;3-9;1-6;5-9;-;France;National 2 - C;13-17;4-8;8-12;9-15;5-11;12-16;Plastics Vallée FC;9-13;3-7;6-10;4-8;8-12;7-11;2-8;5-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Hakim El Hamdaoui;9-13;ST (C);Forward;Yes;ST (C);8-12;8-12;7-11;11-15;6-10;5-11;8-14;5-9;-;9-15;-;Unknown;Unknown;Cameroon;Very Strong;France;True;Weak;178 cm;34;Scouting Required;None;Very Low;1-3;9-13;8-12;-;1-7;9-13;-;12-18;11-15;7-11;6-10;8-12;France;First League;7-13;10-14;11-15;-;11-15;12-16;US Alençon;8-14;12-16;3-9;3-7;5-9;11-17;10-14;6-10;-;-;-;-;-;-;-;-;-;-;€12K - €40K;-
;Ramy El Khatch;8-12;D (R);Full-back;Yes;D/WB (R);11-15;6-10;2-8;9-13;10-14;9-13;4-10;4-8;9-15;9-13;-;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;166 cm;28;Scouting Required;None;Very Low;9-13;-;7-11;8-14;-;2-6;-;7-13;4-8;7-11;6-10;4-10;France;National 2 - C;10-14;10-14;8-12;9-13;10-14;-;Jura Dolois Football;9-13;5-11;9-15;9-15;8-12;7-13;12-16;10-14;-;-;-;-;-;-;-;-;-;-;€12K - €110K;-
;Samuel Jahan;1-6;D (C);Centre-back;Yes;D (C);6-11;3-9;12-19;7-12;4-9;6-11;1-8;-;10-17;1-5;-;Unknown;Unknown;Mali;Very Strong;France;True;Weak;194 cm;36;Scouting Required;None;Very Low;6-11;-;1-6;-;4-9;10-15;-;1-5;-;2-7;-;-;France;National;4-9;3-8;-;11-17;6-11;6-11;Le Poiré-sur-Vie VF;12-17;-;3-10;8-15;9-14;1-8;7-12;5-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Pierre-François Albertini;8-13;GK;Goalkeeper;Yes;GK;6-12;5-10;5-10;-;3-8;-;6-13;-;-;1-6;-;Unknown;Unknown;Mauritania;Very Strong;France;True;Reasonable;182 cm;31;Scouting Required;None;Very Low;-;-;-;-;-;-;6-13;1-6;-;-;-;-;France;Second Division;1-8;-;-;6-11;-;6-11;FC Borgo;9-16;-;-;7-12;9-14;6-13;6-12;7-12;5-12;7-12;9-14;11-16;1-8;2-7;3-10;6-12;2-7;14-19;€2K - €20K;-
;Guillaume Odru;9-13;M (C);Midfielder;Yes;M/AM (RC);12-16;12-16;10-14;12-16;7-13;10-16;7-11;9-13;-;10-16;-;Unknown;Unknown;Ivory Coast;Very Strong;France;True;Weak;178 cm;28;Scouting Required;None;Average;4-10;12-16;8-12;-;11-17;3-9;-;7-11;6-10;10-14;8-12;11-15;France;Stars League;11-17;9-15;7-13;-;10-14;11-15;;9-15;14-18;9-13;13-17;8-12;8-12;10-14;14-18;-;-;-;-;-;-;-;-;-;-;€10K - €100K;-
;Taoufik El Faqyh;13-17;DM;Midfielder;Yes;DM;13-17;7-11;4-8;13-17;10-16;11-17;3-7;6-10;9-13;8-14;-;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;167 cm;31;Scouting Required;None;Very Low;10-16;-;8-12;-;6-12;4-10;-;10-14;7-11;2-6;3-7;-;France;National 2 - C;6-12;5-11;6-12;8-12;6-10;7-11;;8-14;5-9;12-16;8-12;3-7;5-9;7-11;4-8;-;-;-;-;-;-;-;-;-;-;€0;-
;Adrien Valente;8-14;ST (C);Forward;Yes;ST (C);7-13;5-9;8-12;7-13;13-17;11-15;7-11;2-6;-;11-15;-;Unknown;Unknown;;Weak;France;True;Very Strong;180 cm;30;Scouting Required;None;Very Low;3-7;2-8;7-13;-;4-8;8-12;-;11-15;7-11;8-14;2-8;7-11;France;1st National - ACFF;11-15;8-12;9-13;-;10-16;1-7;;8-12;12-16;7-11;7-11;4-10;8-12;10-16;5-9;-;-;-;-;-;-;-;-;-;-;€0;-
;Samba Dembelé;12-16;M (C);Midfielder;Yes;DM, M (C);11-15;4-10;5-9;15-19;10-16;6-10;8-12;2-8;8-12;6-10;-;Unknown;Unknown;Pays Basque;Very Strong;France;True;Weak;173 cm;29;Scouting Required;None;Below Average;9-15;-;12-16;-;2-6;5-11;-;13-17;3-9;5-9;5-9;-;France;National;9-13;6-12;6-12;5-11;5-9;10-14;;8-12;3-7;18-20;8-12;10-14;4-8;9-13;4-10;-;-;-;-;-;-;-;-;-;-;€5K - €50K;-
;Brice Cognard;8-12;GK;Goalkeeper;Yes;GK;8-12;8-14;12-16;12-16;7-13;1-3;12-16;-;-;4-8;-;Unknown;Unknown;France;Very Strong;France;True;Weak;188 cm;35;Scouting Required;None;Very Low;-;-;-;-;-;-;11-15;4-8;-;-;-;-;France;National 3 - Group A;4-8;7-13;-;8-14;1-3;7-11;;10-14;-;9-13;8-12;4-8;9-13;7-11;8-14;8-12;12-18;10-16;9-15;9-13;9-13;9-13;6-10;6-10;9-13;€0 - €60K;-
;Guillaume Odru;9-13;M (C);Midfielder;Yes;M/AM (RC);12-16;12-16;10-14;12-16;7-13;10-16;7-11;9-13;-;10-16;-;Unknown;Unknown;Ivory Coast;Very Strong;France;True;Weak;178 cm;28;Scouting Required;None;Average;4-10;12-16;8-12;-;11-17;3-9;-;7-11;6-10;10-14;8-12;11-15;France;Stars League;11-17;9-15;7-13;-;10-14;11-15;Bordeaux;9-15;14-18;9-13;13-17;8-12;8-12;10-14;14-18;-;-;-;-;-;-;-;-;-;-;€10K - €100K;-
;Taoufik El Faqyh;13-17;DM;Midfielder;Yes;DM;13-17;7-11;4-8;13-17;10-16;11-17;3-7;6-10;9-13;8-14;-;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;167 cm;31;Scouting Required;None;Very Low;10-16;-;8-12;-;6-12;4-10;-;10-14;7-11;2-6;3-7;-;France;National 2 - C;6-12;5-11;6-12;8-12;6-10;7-11;Six-Fours Le Brusc FC;8-14;5-9;12-16;8-12;3-7;5-9;7-11;4-8;-;-;-;-;-;-;-;-;-;-;€0;-
;Adrien Valente;8-14;ST (C);Forward;Yes;ST (C);7-13;5-9;8-12;7-13;13-17;11-15;7-11;2-6;-;11-15;-;Unknown;Unknown;Spain;Weak;France;True;Very Strong;180 cm;30;Scouting Required;None;Very Low;3-7;2-8;7-13;-;4-8;8-12;-;11-15;7-11;8-14;2-8;7-11;France;1st National - ACFF;11-15;8-12;9-13;-;10-16;1-7;L'Etrat La Tour Sportif;8-12;12-16;7-11;7-11;4-10;8-12;10-16;5-9;-;-;-;-;-;-;-;-;-;-;€0;-
;Samba Dembelé;12-16;M (C);Midfielder;Yes;DM, M (C);11-15;4-10;5-9;15-19;10-16;6-10;8-12;2-8;8-12;6-10;-;Unknown;Unknown;Mali;Very Strong;France;True;Weak;173 cm;29;Scouting Required;None;Below Average;9-15;-;12-16;-;2-6;5-11;-;13-17;3-9;5-9;5-9;-;France;National;9-13;6-12;6-12;5-11;5-9;10-14;Châteauroux;8-12;3-7;18-20;8-12;10-14;4-8;9-13;4-10;-;-;-;-;-;-;-;-;-;-;€5K - €50K;-
;Brice Cognard;8-12;GK;Goalkeeper;Yes;GK;8-12;8-14;12-16;12-16;7-13;1-3;12-16;-;-;4-8;-;Unknown;Unknown;France;Very Strong;France;True;Weak;188 cm;35;Scouting Required;None;Very Low;-;-;-;-;-;-;11-15;4-8;-;-;-;-;France;National 3 - Group A;4-8;7-13;-;8-14;1-3;7-11;Football Club 93 BBG;10-14;-;9-13;8-12;4-8;9-13;7-11;8-14;8-12;12-18;10-16;9-15;9-13;9-13;9-13;6-10;6-10;9-13;€0 - €60K;-
;Cheikh Touré;9-13;ST (C);Forward;Yes;ST (C);7-13;8-14;13-17;10-14;10-14;12-16;12-16;6-12;-;11-15;-;Unknown;Unknown;Senegal;Very Strong;Senegal;True;Fairly Strong;187 cm;29;Scouting Required;None;Very Low;3-7;8-14;8-12;4-8;12-16;8-12;-;9-13;11-17;6-12;5-9;5-9;Saudi Arabia;National 2 - A;12-16;7-11;7-11;-;9-15;6-10;Al-Jabalain;10-14;6-10;9-13;9-13;9-13;10-14;7-13;10-16;-;-;-;-;-;-;-;-;-;-;€240K - €2.4M;-
;Charly Jan;11-17;GK;Goalkeeper;Yes;GK;8-12;10-14;8-14;11-17;7-11;10-14;9-13;-;-;8-12;-;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;185 cm;26;Scouting Required;None;Very Low;-;-;-;-;-;-;10-14;8-12;-;-;-;-;France;National 2 - B;8-12;7-11;-;10-14;1-2;6-12;AS Furiani-Agliani;8-12;-;10-14;7-13;8-14;10-14;8-12;13-17;10-14;13-17;10-14;10-14;9-13;7-13;9-13;6-10;6-12;9-15;€0;-
;Gaye Sanogo;6-11;AM (R);Winger;Yes;AM (RC);12-17;7-13;6-13;11-16;9-14;12-17;4-11;3-9;-;6-11;-;Unknown;Unknown;France;Very Strong;France;True;Weak;176 cm;29;Scouting Required;None;Very Low;-;5-10;5-10;-;3-8;-;-;8-15;8-14;13-18;4-9;4-11;France;R1;7-12;5-10;7-12;-;11-16;1-3;FC Fleury 91;7-12;8-15;8-15;-;-;3-10;-;4-10;-;-;-;-;-;-;-;-;-;-;€0;-
;Hedy Chaabi;11-16;AM (R);Winger;Yes;M (R), AM (RL);5-13;-;-;-;7-13;-;-;-;-;-;-;Unknown;Unknown;Algeria;Very Weak;France;True;Very Weak;180 cm;29;Scouting Required;None;Very Low;-;-;7-12;-;-;-;-;9-15;9-17;4-12;11-16;-;Kuwait;National 2 - A;-;-;-;-;-;-;Jazeera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Quentin Laffont;-;D (C);Centre-back;Yes;D (LC);-;-;12-17;-;-;-;7-12;-;8-13;-;-;Unknown;Unknown;Brazil;Very Weak;France;True;Very Weak;173 cm;29;Scouting Required;None;Very Low;12-18;-;-;-;-;14-20;-;11-16;-;-;-;-;Andorra;Sky Bet Championship;-;-;-;4-10;-;-;Carroi;-;-;11-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
