Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
;Jérémy Brunerol;7-11;GK;Goalkeeper;Yes;GK;14-18;4-8;5-11;8-12;7-11;3-7;5-11;-;-;1-4;-;Unknown;Unknown;;;Unknown;Unknown;Portugal;Very Strong;France;True;Weak;179 cm;32;Scouting Required;None;Very Low;-;-;-;-;-;-;7-13;2-8;-;-;-;-;France;National 2 - A;5-9;6-10;-;5-9;1-5;5-9;FC 2 Rives 82;12-16;-;11-17;6-12;9-13;1-7;10-14;9-13;4-10;11-15;3-7;11-15;10-14;5-11;8-12;9-13;7-13;5-9;€0;-
;Abdoulaye Diaby;11-15;ST (C);Forward;Yes;AM (RL), ST (C);8-12;10-14;7-11;13-17;9-13;6-12;9-15;6-10;-;8-14;-;Unknown;Unknown;;;Unknown;Unknown;Ivory Coast;Weak;France;True;Very Strong;183 cm;30;Scouting Required;None;Very Low;6-10;5-9;14-18;-;6-12;8-12;-;9-15;8-12;8-12;11-15;4-8;France;National 2 - C;9-15;7-11;7-11;-;10-14;13-17;EFC Fréjus Saint-Raphaël;5-11;6-10;11-17;5-9;12-16;8-14;6-10;4-8;-;-;-;-;-;-;-;-;-;-;€0 - €100K;-
;Amadou Seydi;10-14;D (C);Centre-back;Yes;D (C);7-11;10-14;8-12;14-18;8-12;3-9;10-16;1-3;10-14;4-10;-;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;France;True;Weak;184 cm;27;Scouting Required;None;Average;10-14;-;9-13;5-11;3-9;10-14;-;6-12;-;1-5;-;1-2;France;National;5-11;6-10;5-9;12-16;5-9;9-13;Concarneau;10-16;1-5;8-14;6-10;9-13;7-13;7-11;8-12;-;-;-;-;-;-;-;-;-;-;€20K - €200K;-
;Sasha Bogovic;12-16;M (C);Midfielder;Yes;DM, M (C);5-11;6-12;13-17;8-12;6-10;9-13;5-9;5-11;6-10;12-16;-;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Strong;France;True;Reasonable;190 cm;27;Scouting Required;None;Very Low;6-10;-;12-16;-;9-13;3-7;-;9-13;3-9;1-6;5-9;-;France;National 2 - C;13-17;4-8;8-12;9-15;5-11;12-16;Plastics Vallée FC;9-13;3-7;6-10;4-8;8-12;7-11;2-8;5-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Hakim El Hamdaoui;9-13;ST (C);Forward;Yes;ST (C);8-12;8-12;7-11;11-15;6-10;5-11;8-14;5-9;-;9-15;-;Unknown;Unknown;;;Unknown;Unknown;Cameroon;Very Strong;France;True;Weak;178 cm;34;Scouting Required;None;Very Low;1-3;9-13;8-12;-;1-7;9-13;-;12-18;11-15;7-11;6-10;8-12;France;First League;7-13;10-14;11-15;-;11-15;12-16;;8-14;12-16;3-9;3-7;5-9;11-17;10-14;6-10;-;-;-;-;-;-;-;-;-;-;€12K - €40K;-
;Ramy El Khatch;8-12;D (R);Full-back;Yes;D/WB (R);11-15;6-10;2-8;9-13;10-14;9-13;4-10;4-8;9-15;9-13;-;Unknown;Unknown;;;Unknown;Unknown;;Very Strong;France;True;Weak;166 cm;28;Scouting Required;None;Very Low;9-13;-;7-11;8-14;-;2-6;-;7-13;4-8;7-11;6-10;4-10;France;National 2 - C;10-14;10-14;8-12;9-13;10-14;-;;9-13;5-11;9-15;9-15;8-12;7-13;12-16;10-14;-;-;-;-;-;-;-;-;-;-;€12K - €110K;-
;Samuel Jahan;1-6;D (C);Centre-back;Yes;D (C);6-11;3-9;12-19;7-12;4-9;6-11;1-8;-;10-17;1-5;-;Unknown;Unknown;;;Unknown;Unknown;Mali;Very Strong;France;True;Weak;194 cm;36;Scouting Required;None;Very Low;6-11;-;1-6;-;4-9;10-15;-;1-5;-;2-7;-;-;France;National;4-9;3-8;-;11-17;6-11;6-11;;12-17;-;3-10;8-15;9-14;1-8;7-12;5-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Pierre-François Albertini;8-13;GK;Goalkeeper;Yes;GK;6-12;5-10;5-10;-;3-8;-;6-13;-;-;1-6;-;Unknown;Unknown;;;Unknown;Unknown;Mauritania;Very Strong;France;True;Reasonable;182 cm;31;Scouting Required;None;Very Low;-;-;-;-;-;-;6-13;1-6;-;-;-;-;France;National 2 - B;1-8;-;-;6-11;-;6-11;;9-16;-;-;7-12;9-14;6-13;6-12;7-12;5-12;7-12;9-14;11-16;1-8;2-7;3-10;6-12;2-7;14-19;€2K - €20K;-
;Hakim El Hamdaoui;9-13;ST (C);Forward;Yes;ST (C);8-12;8-12;7-11;11-15;6-10;5-11;8-14;5-9;-;9-15;-;Unknown;Unknown;;;Unknown;Unknown;Cameroon;Very Strong;France;True;Weak;178 cm;34;Scouting Required;None;Very Low;1-3;9-13;8-12;-;1-7;9-13;-;12-18;11-15;7-11;6-10;8-12;France;National 3 - Group C;7-13;10-14;11-15;-;11-15;12-16;US Alençon;8-14;12-16;3-9;3-7;5-9;11-17;10-14;6-10;-;-;-;-;-;-;-;-;-;-;€12K - €40K;-
;Ramy El Khatch;8-12;D (R);Full-back;Yes;D/WB (R);11-15;6-10;2-8;9-13;10-14;9-13;4-10;4-8;9-15;9-13;-;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;166 cm;28;Scouting Required;None;Very Low;9-13;-;7-11;8-14;-;2-6;-;7-13;4-8;7-11;6-10;4-10;France;National 3 - Group F;10-14;10-14;8-12;9-13;10-14;-;Jura Dolois Football;9-13;5-11;9-15;9-15;8-12;7-13;12-16;10-14;-;-;-;-;-;-;-;-;-;-;€12K - €110K;-
;Samuel Jahan;1-6;D (C);Centre-back;Yes;D (C);6-11;3-9;12-19;7-12;4-9;6-11;1-8;-;10-17;1-5;-;Unknown;Unknown;;;Unknown;Unknown;Mali;Very Strong;France;True;Weak;194 cm;36;Scouting Required;None;Very Low;6-11;-;1-6;-;4-9;10-15;-;1-5;-;2-7;-;-;France;National;4-9;3-8;-;11-17;6-11;6-11;Le Poiré-sur-Vie VF;12-17;-;3-10;8-15;9-14;1-8;7-12;5-11;-;-;-;-;-;-;-;-;-;-;€0;-
;Pierre-François Albertini;8-13;GK;Goalkeeper;Yes;GK;6-12;5-10;5-10;-;3-8;-;6-13;-;-;1-6;-;Unknown;Unknown;;;Unknown;Unknown;Mauritania;Very Strong;France;True;Reasonable;182 cm;31;Scouting Required;None;Very Low;-;-;-;-;-;-;6-13;1-6;-;-;-;-;France;National 2 - B;1-8;-;-;6-11;-;6-11;FC Borgo;9-16;-;-;7-12;9-14;6-13;6-12;7-12;5-12;7-12;9-14;11-16;1-8;2-7;3-10;6-12;2-7;14-19;€2K - €20K;-
;Guillaume Odru;9-13;M (C);Midfielder;Yes;M/AM (RC);12-16;12-16;10-14;12-16;7-13;10-16;7-11;9-13;-;10-16;-;Unknown;Unknown;;;Unknown;Unknown;Ivory Coast;Very Strong;France;True;Weak;178 cm;28;Scouting Required;None;Average;4-10;12-16;8-12;-;11-17;3-9;-;7-11;6-10;10-14;8-12;11-15;France;National 2 - A;11-17;9-15;7-13;-;10-14;11-15;;9-15;14-18;9-13;13-17;8-12;8-12;10-14;14-18;-;-;-;-;-;-;-;-;-;-;€10K - €100K;-
;Taoufik El Faqyh;13-17;DM;Midfielder;Yes;DM;13-17;7-11;4-8;13-17;10-16;11-17;3-7;6-10;9-13;8-14;-;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;167 cm;31;Scouting Required;None;Very Low;10-16;-;8-12;-;6-12;4-10;-;10-14;7-11;2-6;3-7;-;France;National 2 - C;6-12;5-11;6-12;8-12;6-10;7-11;;8-14;5-9;12-16;8-12;3-7;5-9;7-11;4-8;-;-;-;-;-;-;-;-;-;-;€0;-
;Adrien Valente;8-14;ST (C);Forward;Yes;ST (C);7-13;5-9;8-12;7-13;13-17;11-15;7-11;2-6;-;11-15;-;Unknown;Unknown;;;Unknown;Unknown;;Weak;France;True;Very Strong;180 cm;30;Scouting Required;None;Very Low;3-7;2-8;7-13;-;4-8;8-12;-;11-15;7-11;8-14;2-8;7-11;France;1st National - ACFF;11-15;8-12;9-13;-;10-16;1-7;;8-12;12-16;7-11;7-11;4-10;8-12;10-16;5-9;-;-;-;-;-;-;-;-;-;-;€0;-
;Samba Dembelé;12-16;M (C);Midfielder;Yes;DM, M (C);11-15;4-10;5-9;15-19;10-16;6-10;8-12;2-8;8-12;6-10;-;Unknown;Unknown;;;Unknown;Unknown;;Very Strong;France;True;Weak;173 cm;29;Scouting Required;None;Below Average;9-15;-;12-16;-;2-6;5-11;-;13-17;3-9;5-9;5-9;-;France;Second Division;9-13;6-12;6-12;5-11;5-9;10-14;;8-12;3-7;18-20;8-12;10-14;4-8;9-13;4-10;-;-;-;-;-;-;-;-;-;-;€5K - €50K;-
;Brice Cognard;8-12;GK;Goalkeeper;Yes;GK;8-12;8-14;12-16;12-16;7-13;1-3;12-16;-;-;4-8;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;188 cm;35;Scouting Required;None;Very Low;-;-;-;-;-;-;11-15;4-8;-;-;-;-;France;National 3 - Group A;4-8;7-13;-;8-14;1-3;7-11;;10-14;-;9-13;8-12;4-8;9-13;7-11;8-14;8-12;12-18;10-16;9-15;9-13;9-13;9-13;6-10;6-10;9-13;€0 - €60K;-
;Guillaume Odru;9-13;M (C);Midfielder;Yes;M/AM (RC);12-16;12-16;10-14;12-16;7-13;10-16;7-11;9-13;-;10-16;-;Unknown;Unknown;;;Unknown;Unknown;Ivory Coast;Very Strong;France;True;Weak;178 cm;28;Scouting Required;None;Average;4-10;12-16;8-12;-;11-17;3-9;-;7-11;6-10;10-14;8-12;11-15;France;National 2 - A;11-17;9-15;7-13;-;10-14;11-15;Bordeaux;9-15;14-18;9-13;13-17;8-12;8-12;10-14;14-18;-;-;-;-;-;-;-;-;-;-;€10K - €100K;-
;Taoufik El Faqyh;13-17;DM;Midfielder;Yes;DM;13-17;7-11;4-8;13-17;10-16;11-17;3-7;6-10;9-13;8-14;-;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;167 cm;31;Scouting Required;None;Very Low;10-16;-;8-12;-;6-12;4-10;-;10-14;7-11;2-6;3-7;-;France;National 2 - C;6-12;5-11;6-12;8-12;6-10;7-11;Six-Fours Le Brusc FC;8-14;5-9;12-16;8-12;3-7;5-9;7-11;4-8;-;-;-;-;-;-;-;-;-;-;€0;-
;Adrien Valente;8-14;ST (C);Forward;Yes;ST (C);7-13;5-9;8-12;7-13;13-17;11-15;7-11;2-6;-;11-15;-;Unknown;Unknown;;;Unknown;Unknown;Spain;Weak;France;True;Very Strong;180 cm;30;Scouting Required;None;Very Low;3-7;2-8;7-13;-;4-8;8-12;-;11-15;7-11;8-14;2-8;7-11;France;1st National - ACFF;11-15;8-12;9-13;-;10-16;1-7;L'Etrat La Tour Sportif;8-12;12-16;7-11;7-11;4-10;8-12;10-16;5-9;-;-;-;-;-;-;-;-;-;-;€0;-
;Samba Dembelé;12-16;M (C);Midfielder;Yes;DM, M (C);11-15;4-10;5-9;15-19;10-16;6-10;8-12;2-8;8-12;6-10;-;Unknown;Unknown;;;Unknown;Unknown;Mali;Very Strong;France;True;Weak;173 cm;29;Scouting Required;None;Below Average;9-15;-;12-16;-;2-6;5-11;-;13-17;3-9;5-9;5-9;-;France;Second Division;9-13;6-12;6-12;5-11;5-9;10-14;Châteauroux;8-12;3-7;18-20;8-12;10-14;4-8;9-13;4-10;-;-;-;-;-;-;-;-;-;-;€5K - €50K;-
;Brice Cognard;8-12;GK;Goalkeeper;Yes;GK;8-12;8-14;12-16;12-16;7-13;1-3;12-16;-;-;4-8;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;188 cm;35;Scouting Required;None;Very Low;-;-;-;-;-;-;11-15;4-8;-;-;-;-;France;National 3 - Group A;4-8;7-13;-;8-14;1-3;7-11;Football Club 93 BBG;10-14;-;9-13;8-12;4-8;9-13;7-11;8-14;8-12;12-18;10-16;9-15;9-13;9-13;9-13;6-10;6-10;9-13;€0 - €60K;-
;;9-13;ST (C);Forward;Yes;ST (C);7-13;8-14;13-17;10-14;10-14;12-16;12-16;6-12;-;11-15;;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;Senegal;True;Fairly Strong;187 cm;29;Scouting Required;None;Very Low;3-7;8-14;8-12;4-8;12-16;8-12;-;9-13;11-17;6-12;5-9;5-9;France;National 2 - A;12-16;7-11;7-11;-;9-15;6-10;;10-14;6-10;9-13;9-13;9-13;10-14;7-13;10-16;-;-;-;-;-;-;-;-;-;-;€240K - €2.4M;Scouting Required
FrA;;11-17;GK;Goalkeeper;Yes;GK;8-12;10-14;8-14;11-17;7-11;10-14;9-13;-;-;8-12;;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;185 cm;26;Scouting Required;None;Very Low;-;-;-;-;-;-;10-14;8-12;-;-;-;-;France;National 2 - B;8-12;7-11;-;10-14;1-2;6-12;AS Furiani-Agliani;8-12;-;10-14;7-13;8-14;10-14;8-12;13-17;10-14;13-17;10-14;10-14;9-13;7-13;9-13;6-10;6-12;9-15;€0;Scouting Required
FrA;;6-11;AM (R);Winger;Yes;AM (RC);12-17;7-13;6-13;11-16;9-14;12-17;4-11;3-9;-;6-11;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;176 cm;29;Scouting Required;None;Very Low;-;5-10;5-10;-;3-8;-;-;8-15;8-14;13-18;4-9;4-11;France;National;7-12;5-10;7-12;-;11-16;1-3;-;7-12;8-15;8-15;-;-;3-10;-;4-10;-;-;-;-;-;-;-;-;-;-;€0;Scouting Required
;;11-16;AM (R);Winger;Yes;M (R), AM (RL);5-13;-;-;-;7-13;-;-;-;-;-;;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Weak;France;True;Very Weak;180 cm;29;Scouting Required;None;Very Low;-;-;7-12;-;-;-;-;9-15;9-17;4-12;11-16;-;Bahrain;National 2 - A;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;Scouting Required
;;-;D (C);Centre-back;Yes;D (LC);-;-;12-17;-;-;-;7-12;-;8-13;-;;Unknown;Unknown;;;Unknown;Unknown;Brazil;Very Weak;France;True;Very Weak;173 cm;29;Scouting Required;None;Very Low;12-18;-;-;-;-;14-20;-;11-16;-;-;-;-;England;Sky Bet Championship;-;-;-;4-10;-;-;;-;-;11-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;Practical
;Cheikh Touré;9-13;ST (C);Forward;Yes;ST (C);7-13;8-14;13-17;10-14;10-14;12-16;12-16;6-12;-;11-15;-;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;Senegal;True;Fairly Strong;187 cm;29;Scouting Required;None;Very Low;3-7;8-14;8-12;4-8;12-16;8-12;-;9-13;11-17;6-12;5-9;5-9;Saudi Arabia;National 2 - A;12-16;7-11;7-11;-;9-15;6-10;Al-Jabalain;10-14;6-10;9-13;9-13;9-13;10-14;7-13;10-16;-;-;-;-;-;-;-;-;-;-;€240K - €2.4M;-
FrA;Charly Jan;11-17;GK;Goalkeeper;Yes;GK;8-12;10-14;8-14;11-17;7-11;10-14;9-13;-;-;8-12;-;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Strong;France;True;Weak;185 cm;26;Scouting Required;None;Very Low;-;-;-;-;-;-;10-14;8-12;-;-;-;-;France;National 2 - B;8-12;7-11;-;10-14;1-2;6-12;AS Furiani-Agliani;8-12;-;10-14;7-13;8-14;10-14;8-12;13-17;10-14;13-17;10-14;10-14;9-13;7-13;9-13;6-10;6-12;9-15;€0;-
FrA;Gaye Sanogo;6-11;AM (R);Winger;Yes;AM (RC);12-17;7-13;6-13;11-16;9-14;12-17;4-11;3-9;-;6-11;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;176 cm;29;Scouting Required;None;Very Low;-;5-10;5-10;-;3-8;-;-;8-15;8-14;13-18;4-9;4-11;France;National;7-12;5-10;7-12;-;11-16;1-3;-;7-12;8-15;8-15;-;-;3-10;-;4-10;-;-;-;-;-;-;-;-;-;-;€0;-
;Hedy Chaabi;11-16;AM (R);Winger;Yes;M (R), AM (RL);5-13;-;-;-;7-13;-;-;-;-;-;-;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Weak;France;True;Very Weak;180 cm;29;Scouting Required;None;Very Low;-;-;7-12;-;-;-;-;9-15;9-17;4-12;11-16;-;Kuwait;National 2 - A;-;-;-;-;-;-;Jazeera;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;Quentin Laffont;-;D (C);Centre-back;Yes;D (LC);-;-;12-17;-;-;-;7-12;-;8-13;-;-;Unknown;Unknown;;;Unknown;Unknown;Brazil;Very Weak;France;True;Very Weak;173 cm;29;Scouting Required;None;Very Low;12-18;-;-;-;-;14-20;-;11-16;-;-;-;-;Andorra;Sky Bet Championship;-;-;-;4-10;-;-;Carroi;-;-;11-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Unknown;-
;;9-14;DM, M (C);Midfielder;Yes;DM, M (C);14-19;5-11;6-13;8-13;11-16;7-12;2-9;-;-;9-14;;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;France;True;Reasonable;180 cm;27;Scouting Required;None;Very Low;11-16;-;9-14;-;5-10;4-9;-;4-11;1-7;3-8;1-5;-;France;National 2 - A;11-16;5-10;7-12;10-16;8-13;1-3;;-;3-10;8-15;-;6-11;2-9;-;5-11;-;-;-;-;-;-;-;-;-;-;€0 - €80K;Scouting Required
;;5-11;ST (C);Forward;Yes;ST (C);7-11;4-8;7-13;5-11;10-14;7-11;6-10;6-10;-;9-13;;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Strong;France;True;Reasonable;182 cm;31;Scouting Required;None;Very Low;1-4;2-6;6-12;-;6-10;12-16;-;12-16;14-18;4-8;3-9;3-9;France;National 3 - Group E;6-10;5-9;4-8;-;10-14;10-16;;12-16;10-16;10-14;4-10;7-13;6-10;10-14;6-10;-;-;-;-;-;-;-;-;-;-;€26K - €80K;Scouting Required
;;13-17;AM (R);Winger;Yes;AM (R), ST (C);11-15;7-11;3-7;15-19;11-15;2-8;4-10;6-10;-;9-15;;Unknown;Unknown;;;Unknown;Unknown;Tunisia;Very Strong;France;True;Weak;173 cm;33;Scouting Required;None;Very Low;5-9;5-9;8-12;-;5-11;5-9;-;7-13;10-14;6-10;11-15;3-7;France;National 2 - A;6-12;7-11;7-11;-;13-17;10-14;;10-16;7-11;3-9;5-9;7-11;11-17;9-13;3-7;-;-;-;-;-;-;-;-;-;-;€1K - €12K;Scouting Required
;;7-11;D (C);Centre-back;Yes;D (C), DM;6-12;9-15;9-13;12-16;5-9;10-14;7-11;3-9;10-14;10-14;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Weak;180 cm;36;Scouting Required;None;Very Low;7-11;-;8-12;5-9;5-9;8-12;-;8-12;-;1-6;-;3-7;France;Premier League;12-16;8-12;4-8;9-15;1-7;9-13;;11-15;5-9;12-16;9-13;10-14;9-13;8-14;11-17;-;-;-;-;-;-;-;-;-;-;€0 - €14K;Scouting Required
;Jérôme Yoncourt;9-14;DM, M (C);Midfielder;Yes;DM, M (C);14-19;5-11;6-13;8-13;11-16;7-12;2-9;-;-;9-14;-;Unknown;Unknown;;;Unknown;Unknown;Senegal;Very Strong;France;True;Reasonable;180 cm;27;Scouting Required;None;Very Low;11-16;-;9-14;-;5-10;4-9;-;4-11;1-7;3-8;1-5;-;France;National 2 - A;11-16;5-10;7-12;10-16;8-13;1-3;FC Chauray;-;3-10;8-15;-;6-11;2-9;-;5-11;-;-;-;-;-;-;-;-;-;-;€0 - €80K;-
;Momar N'Diaye;5-11;ST (C);Forward;Yes;ST (C);7-11;4-8;7-13;5-11;10-14;7-11;6-10;6-10;-;9-13;-;Unknown;Unknown;;;Unknown;Unknown;Algeria;Very Strong;France;True;Reasonable;182 cm;31;Scouting Required;None;Very Low;1-4;2-6;6-12;-;6-10;12-16;-;12-16;14-18;4-8;3-9;3-9;France;National 3 - Group E;6-10;5-9;4-8;-;10-14;10-16;Vendée FC La Roche;12-16;10-16;10-14;4-10;7-13;6-10;10-14;6-10;-;-;-;-;-;-;-;-;-;-;€26K - €80K;-
;Mourad Alouache;13-17;AM (R);Winger;Yes;AM (R), ST (C);11-15;7-11;3-7;15-19;11-15;2-8;4-10;6-10;-;9-15;-;Unknown;Unknown;;;Unknown;Unknown;Tunisia;Very Strong;France;True;Weak;173 cm;33;Scouting Required;None;Very Low;5-9;5-9;8-12;-;5-11;5-9;-;7-13;10-14;6-10;11-15;3-7;France;National 2 - A;6-12;7-11;7-11;-;13-17;10-14;Moulins Yzeure Foot;10-16;7-11;3-9;5-9;7-11;11-17;9-13;3-7;-;-;-;-;-;-;-;-;-;-;€1K - €12K;-
;Grégory Lescot;7-11;D (C);Centre-back;Yes;D (C), DM;6-12;9-15;9-13;12-16;5-9;10-14;7-11;3-9;10-14;10-14;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;French Guiana;True;Weak;180 cm;36;Scouting Required;None;Very Low;7-11;-;8-12;5-9;5-9;8-12;-;8-12;-;1-6;-;3-7;France;National 2 - B;12-16;8-12;4-8;9-15;1-7;9-13;St-Pryvé St-Hilaire FC;11-15;5-9;12-16;9-13;10-14;9-13;8-14;11-17;-;-;-;-;-;-;-;-;-;-;€0 - €14K;-
;;6-13;D (C);Centre-back;Yes;D (C);11-18;2-7;10-15;7-14;12-17;8-14;2-7;-;7-12;3-9;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Reasonable;185 cm;28;Scouting Required;None;Very Low;11-16;-;3-10;-;3-9;11-16;-;5-10;-;3-10;-;-;France;;5-11;6-11;-;8-13;2-9;8-15;;8-14;-;1-5;7-12;1-7;2-7;9-16;4-9;-;-;-;-;-;-;-;-;-;-;€1.5K - €16K;Scouting Required
;;10-15;M (C);Midfielder;Yes;DM, M (C);9-14;4-11;8-14;3-8;11-18;7-12;10-15;-;-;6-11;;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Fairly Strong;184 cm;28;Scouting Required;None;Very Low;9-16;-;10-15;-;1-6;9-16;-;13-18;1-6;2-7;2-7;-;France;Regional Divisions;6-11;5-12;9-16;3-10;6-11;6-11;;-;4-10;13-18;-;6-11;7-12;-;1-7;-;-;-;-;-;-;-;-;-;-;€26K - €85K;Scouting Required
;;7-11;D (C);Centre-back;Yes;D (C);4-8;4-10;10-14;6-10;6-12;4-8;9-13;1-6;10-14;3-7;;Unknown;Unknown;;;Unknown;Unknown;Cameroon;Very Strong;France;True;Reasonable;184 cm;36;Scouting Required;None;Very Low;12-18;-;6-10;3-7;1-5;10-16;-;8-12;-;1-3;-;4-8;France;Premier League;4-8;5-11;5-11;5-11;5-9;8-12;;10-14;3-7;17-20;10-14;4-8;8-12;12-16;4-10;-;-;-;-;-;-;-;-;-;-;€0 - €16K;Scouting Required
;;15-19;DM;Midfielder;Yes;D (C), DM, M (C);10-14;8-12;6-10;10-14;11-15;8-14;6-12;7-11;8-12;7-13;;Unknown;Unknown;;;Unknown;Unknown;Serbia;Very Strong;France;True;Weak;180 cm;25;Scouting Required;None;Average;13-17;2-6;13-17;1-5;4-10;8-12;1-6;13-19;5-9;2-6;5-9;4-8;France;National 2 - C;10-16;8-12;7-11;9-13;6-10;14-18;;11-17;1-5;15-20;7-11;12-16;7-13;10-14;7-11;2-8;1-3;1-3;2-6;1-3;1-3;1-5;1-5;1;1-5;€300K - €950K;Scouting Required
;;12-16;AM (L);Winger;Yes;AM (RLC), ST (C);12-16;10-14;6-10;11-15;9-15;10-16;3-7;8-12;8-12;11-17;;Unknown;Unknown;;;Unknown;Unknown;Morocco;Very Strong;France;True;Weak;171 cm;24;Scouting Required;None;Below Average;2-8;7-11;10-14;2-6;6-12;1-7;1-3;8-12;9-13;12-16;10-14;9-13;France;Regional Divisions;10-16;8-14;7-13;4-8;8-12;5-9;;9-15;14-18;5-9;9-13;9-13;6-10;7-11;9-13;1;1-4;1-6;1-4;1-7;3-7;2-8;1-4;2-6;1-5;€250K - €2.6M;Scouting Required
;Benjamin Pillier;6-13;D (C);Centre-back;Yes;D (C);11-18;2-7;10-15;7-14;12-17;8-14;2-7;-;7-12;3-9;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Reasonable;185 cm;28;Scouting Required;None;Very Low;11-16;-;3-10;-;3-9;11-16;-;5-10;-;3-10;-;-;France;National 2 - A;5-11;6-11;-;8-13;2-9;8-15;Olympique Saumur FC;8-14;-;1-5;7-12;1-7;2-7;9-16;4-9;-;-;-;-;-;-;-;-;-;-;€1.5K - €16K;-
;Landry Nkulu;10-15;M (C);Midfielder;Yes;DM, M (C);9-14;4-11;8-14;3-8;11-18;7-12;10-15;-;-;6-11;-;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;France;True;Fairly Strong;184 cm;28;Scouting Required;None;Very Low;9-16;-;10-15;-;1-6;9-16;-;13-18;1-6;2-7;2-7;-;France;National 2 - C;6-11;5-12;9-16;3-10;6-11;6-11;Istres FC;-;4-10;13-18;-;6-11;7-12;-;1-7;-;-;-;-;-;-;-;-;-;-;€26K - €85K;-
;Pascal Vié;7-11;D (C);Centre-back;Yes;D (C);4-8;4-10;10-14;6-10;6-12;4-8;9-13;1-6;10-14;3-7;-;Unknown;Unknown;;;Unknown;Unknown;Cameroon;Very Strong;France;True;Reasonable;184 cm;36;Scouting Required;None;Very Low;12-18;-;6-10;3-7;1-5;10-16;-;8-12;-;1-3;-;4-8;France;Premier League;4-8;5-11;5-11;5-11;5-9;8-12;FC Albères-Argelès;10-14;3-7;17-20;10-14;4-8;8-12;12-16;4-10;-;-;-;-;-;-;-;-;-;-;€0 - €16K;-
;Anthony Roncaglia;15-19;DM;Midfielder;Yes;D (C), DM, M (C);10-14;8-12;6-10;10-14;11-15;8-14;6-12;7-11;8-12;7-13;-;Unknown;Unknown;;;Unknown;Unknown;Serbia;Very Strong;France;True;Weak;180 cm;25;Scouting Required;None;Average;13-17;2-6;13-17;1-5;4-10;8-12;1-6;13-19;5-9;2-6;5-9;4-8;France;Ligue 2 BKT;10-16;8-12;7-11;9-13;6-10;14-18;SC Bastia;11-17;1-5;15-20;7-11;12-16;7-13;10-14;7-11;2-8;1-3;1-3;2-6;1-3;1-3;1-5;1-5;1;1-5;€300K - €950K;-
